no_of_weekend_nights,year,market_segment_type_Online,day_of_week,market_segment_type_other,no_of_special_requests,required_car_parking_space,avg_price_per_room_mm,repeated_guest,type_of_meal_plan_Not Selected,lead_time_transf,is_wknd
1,2018,1,6,0,1,0,0.6380496559976069,0,0,-0.8492925336098945,1
0,2017,1,5,0,0,0,0.3879748728686807,0,0,-0.5257167383027416,1
0,2018,1,4,0,1,0,0.4615614717319772,0,0,-0.1331721994535322,0
0,2018,1,4,0,0,0,0.7289859407717618,0,0,-0.5510080442930118,0
2,2018,1,7,0,3,0,0.4023332336224948,0,0,-1.047549579600935,1
1,2018,1,2,0,2,0,0.5076278791504636,0,0,-0.9624117371999296,0
2,2018,1,2,0,0,0,0.8942865689500448,0,0,-0.2237932639533717,0
1,2018,1,3,0,0,0,0.9694286568950043,0,0,-0.0653798814208076,0
2,2018,1,6,0,0,0,0.612623392162728,0,0,1.1296094883125278,1
1,2018,1,4,0,1,0,0.6571941370026921,0,0,-1.6566898309690214,0
0,2018,1,1,0,0,0,0.8366736464253663,0,0,-1.985608868000325,0
2,2018,1,1,0,1,0,0.3462758001794795,0,0,0.6533708236790631,0
0,2017,1,5,0,1,0,0.4597666766377504,0,0,-0.9624117371999296,1
0,2018,1,6,0,1,0,0.4164522883637452,0,0,0.7928762038744863,1
1,2018,1,4,0,0,0,0.3513610529464552,0,0,-0.814687796711879,0
2,2018,1,1,0,1,0,0.4131020041878552,0,1,-0.0169190255299602,0
0,2018,1,4,0,1,0,0.3580616212982351,0,0,0.0143596403224571,0
0,2018,1,7,0,1,1,0.4537840263236614,0,0,-1.5506363990851626,1
2,2018,0,3,0,0,0,0.1766078372719114,0,0,-0.3858181592437775,0
2,2018,1,7,0,1,0,0.3043972479808555,0,0,1.639600090768717,1
2,2017,0,3,1,0,0,0.2743045169009871,0,0,-0.4769549814758576,0
1,2018,1,3,0,0,0,0.3640442716123243,0,0,0.5734498437695015,0
1,2018,1,4,0,0,0,0.8546215973676338,0,0,0.783951883394518,0
2,2018,0,6,0,0,0,0.3042177684714328,0,0,1.7574355024774475,1
0,2018,0,7,0,0,0,0.2593478911157643,0,0,-0.9624117371999296,1
1,2018,0,3,0,1,0,0.3341310200418785,0,0,0.4448885989343964,0
0,2017,0,1,0,0,0,0.5375411307209093,0,0,0.2660077731103278,0
1,2018,0,2,0,0,0,0.3640442716123243,0,0,-0.814687796711879,0
2,2018,0,2,0,0,0,0.6799282081962309,0,0,-0.814687796711879,0
1,2018,0,7,0,0,0,0.6631767873167812,0,0,1.0928757881198847,1
2,2018,1,1,0,0,0,0.3085851032007179,0,0,0.783951883394518,0
1,2018,1,2,0,0,0,0.4615614717319772,0,0,-0.0819721596158678,0
0,2018,1,6,0,1,0,0.5154053245587794,0,0,-0.1507417285742625,1
0,2018,0,6,0,0,0,0.3640442716123243,0,0,0.8710332127543804,1
0,2018,0,7,0,0,0,0.3341310200418785,0,0,1.6285319695210685,1
0,2018,0,7,0,0,0,0.4537840263236614,0,0,1.3091737475690068,1
0,2018,1,6,0,0,0,0.9682919533353274,0,0,-1.46168706701608,1
0,2018,0,5,0,0,0,0.6631767873167812,0,0,1.2826945029096373,1
0,2018,0,5,0,0,0,0.3341310200418785,0,0,0.6139383056034631,1
1,2018,0,4,0,0,0,0.2354172898594077,0,0,-0.2428050558244946,0
2,2017,0,2,1,0,0,0.18456476218965,0,0,-0.6310097636957879,0
2,2018,1,1,0,2,0,0.5961711037989829,0,0,0.4671172426151201,0
2,2018,0,3,0,0,0,0.3143882740053844,0,0,-1.315514612291896,0
1,2018,1,3,0,1,0,0.5022434938677833,0,0,-1.0938593953815183,0
1,2018,1,2,0,1,0,0.3167215076278791,0,1,0.1462459342983703,0
0,2018,1,5,0,2,0,0.7947950942267423,0,0,-0.5010442920420968,1
0,2018,0,5,0,0,0,0.3102004187855219,0,0,1.0169649044655895,1
1,2018,1,7,0,1,0,0.4617409512413998,0,1,0.7106798152491427,1
1,2018,1,6,0,0,0,0.4041280287167215,0,0,1.8638330503564435,1
0,2018,1,5,0,1,0,0.477714627580018,0,1,-1.985608868000325,1
0,2017,0,2,0,0,0,0.2862698175291654,0,0,1.858889879477398,0
0,2018,0,7,0,0,0,0.5973676338618007,0,0,-1.1431884582559426,1
0,2018,0,5,1,0,0,0.1247382590487586,0,0,-1.985608868000325,1
0,2018,1,4,0,0,0,0.4454083158839365,0,0,-0.3642076811062532,0
0,2018,1,6,0,2,0,0.6033502841758899,0,1,-1.985608868000325,1
0,2018,1,7,0,0,0,0.7081663176787316,0,0,-0.3018428446569174,1
0,2018,0,5,0,0,0,0.3341310200418785,0,0,0.6139383056034631,1
0,2018,1,4,0,0,0,0.2960813640442716,0,1,0.0143596403224571,0
2,2018,1,2,0,0,0,0.3990427759497457,0,0,1.622974400452564,0
1,2017,1,4,0,2,0,0.4238707747532156,0,0,-1.46168706701608,0
1,2018,0,7,0,0,0,0.3161830690996111,0,0,1.8638330503564435,1
1,2018,1,2,0,1,0,0.7170206401435835,0,1,-0.5257167383027416,0
1,2018,1,3,0,1,0,0.3645228836374514,0,0,-1.5506363990851626,0
0,2018,1,6,0,2,0,0.3879748728686807,0,1,-1.6566898309690214,1
0,2018,0,7,0,0,0,0.5136105294645528,0,0,-0.1507417285742625,1
0,2017,1,5,0,1,0,0.567454382291355,0,0,-0.9624117371999296,1
0,2018,0,2,0,0,0,0.1606341609332934,1,0,-1.985608868000325,0
0,2018,1,7,0,0,0,0.3969488483398145,0,1,0.2660077731103278,1
2,2018,1,3,0,0,0,0.28926114268621,0,0,-0.7492897975185061,0
0,2018,0,1,1,0,0,0.3700269219264134,0,0,0.5527874866365081,0
1,2018,0,3,0,0,0,0.3341310200418785,0,0,0.0143596403224571,0
1,2018,1,2,0,2,0,0.28926114268621,0,1,-0.4303983582298242,0
2,2018,1,3,0,0,0,0.3580616212982351,0,1,-1.1960679773682703,0
0,2018,1,6,0,0,0,0.7092431947352675,0,0,0.4998335603951988,1
1,2018,0,4,0,1,0,0.6153155848040681,0,0,-0.5257167383027416,0
0,2018,1,5,0,1,0,0.5423272509721806,0,0,0.4108867252696357,1
2,2018,1,2,0,1,0,0.6338618007777445,0,0,-0.3642076811062532,0
2,2018,1,1,0,0,0,0.4285372419982051,0,0,-1.7911413536931085,0
0,2018,0,7,0,0,0,0.4537840263236614,0,0,1.3091737475690068,1
0,2018,1,6,0,1,0,0.5225845049356864,0,1,0.1600999635136913,1
2,2018,1,2,0,0,0,0.4321268321866586,0,1,1.0928757881198847,0
0,2018,0,6,0,0,0,0.2668262040083757,0,1,1.0091840482465178,1
2,2018,1,3,0,1,1,0.4956625785222854,0,0,-1.5506363990851626,0
0,2018,0,7,0,1,0,0.6877056536045467,0,0,-0.3222390721437069,1
0,2018,1,7,0,0,0,0.6230930302123839,0,0,0.5734498437695015,1
0,2018,0,7,0,2,0,0.592282381094825,0,0,-0.9229839521930266,1
1,2018,1,6,0,0,0,0.4092132814836972,0,0,0.7928762038744863,1
2,2018,1,6,0,1,0,0.3176787316781334,0,1,0.4336441821178606,1
1,2018,1,3,0,1,0,0.2959018845348489,0,1,0.132243302045638,0
1,2018,0,5,0,0,0,0.3939575231827699,0,0,-0.3858181592437775,1
1,2018,1,1,0,0,0,0.5154053245587794,0,0,1.1868193274175365,0
1,2017,1,1,0,0,0,0.3341310200418785,0,0,0.1600999635136913,0
2,2018,0,2,0,0,0,0.2668262040083757,0,1,0.6630716990212818,0
2,2018,1,2,0,1,0,0.477714627580018,0,1,-0.3858181592437775,0
2,2018,1,4,0,2,0,0.6607837271911455,0,0,0.7106798152491427,0
0,2018,0,6,0,0,0,0.4238707747532156,0,0,-0.3222390721437069,1
2,2018,1,7,0,0,0,0.6024528866287764,0,0,0.5105779282303068,1
2,2017,0,2,0,0,0,0.1023033203709243,0,0,-1.5506363990851626,0
0,2018,0,6,0,0,0,0.6033502841758899,0,0,-0.5510080442930118,1
0,2018,0,4,0,0,0,0.3819922225545917,0,0,0.7477429251771082,0
2,2018,0,2,0,0,0,0.6033502841758899,0,0,0.2008076151680192,0
2,2018,1,1,0,0,0,0.5414298534250672,0,1,0.7749771055739592,0
2,2018,1,1,0,0,0,0.7230032904576726,0,0,-0.6592144155975896,0
1,2018,0,2,0,0,0,0.3939575231827699,0,0,-1.0038440334366296,0
0,2018,1,5,0,1,0,0.693090038887227,0,0,1.0091840482465178,1
1,2018,1,4,0,1,0,0.741549506431349,0,0,0.783951883394518,0
1,2018,0,2,1,2,0,0.2743045169009871,1,0,-0.885339194262977,0
0,2018,0,4,1,1,0,0.3580616212982351,0,0,-1.384355375311487,0
0,2018,1,6,0,2,0,0.8276996709542326,0,0,-0.4303983582298242,1
0,2018,0,4,0,0,0,0.6066407418486388,0,1,1.6506062368626315,0
0,2017,0,1,0,0,0,0.4926712533652408,0,0,-0.2818155093780657,0
0,2018,1,4,0,1,0,0.5349685910858509,0,0,-0.6882827749845334,0
0,2018,1,5,0,2,0,0.671552497756506,0,0,0.88790005093872,1
1,2018,1,7,0,0,0,0.4537840263236614,0,0,1.747005675669755,1
2,2018,1,1,0,1,0,0.3075082261441818,0,1,1.600584839420688,0
0,2018,1,6,0,2,0,0.8923122943463955,0,0,-0.3430212391179341,1
0,2018,1,5,0,0,0,0.5973676338618007,0,0,-1.315514612291896,1
2,2018,1,1,0,1,1,0.4833981453784026,0,0,1.3025900713574936,0
1,2018,1,7,0,0,0,0.6631767873167812,0,0,1.0928757881198847,1
1,2017,0,4,1,0,0,0.2743045169009871,0,0,-1.5506363990851626,0
1,2018,1,3,0,2,0,0.4292551600358958,0,0,0.3877592374333348,0
2,2018,1,2,0,0,0,0.6123242596470235,0,0,0.1873772341666324,0
0,2018,1,4,0,1,0,0.4078372719114567,0,0,0.0143596403224571,0
0,2018,1,6,0,2,0,0.7792402034101106,0,0,0.132243302045638,1
2,2018,1,1,0,1,0,0.3906670655100209,0,0,-0.1158600232696961,0
1,2018,0,4,0,2,0,0.4773556685611725,0,0,-0.2818155093780657,0
1,2018,1,3,0,1,0,0.8785521986239904,0,0,-0.6036087123507768,0
4,2017,1,1,0,3,0,0.4478013760095722,0,0,-0.9624117371999296,0
0,2018,1,5,0,0,0,0.3640442716123243,0,0,-1.5506363990851626,1
0,2017,1,5,0,2,0,0.4775949745737362,0,0,-0.5010442920420968,1
2,2017,1,2,0,1,0,0.4566556984744241,0,0,-1.047549579600935,0
2,2018,1,5,0,1,0,0.6465450194436134,0,0,1.21474209703279,1
1,2018,1,1,0,1,0,0.6571941370026921,0,1,-0.814687796711879,0
2,2017,1,3,0,1,0,0.7998205204905773,0,0,-1.384355375311487,0
2,2018,1,1,0,0,0,0.1600358959018845,0,1,0.2272686863786324,0
1,2018,0,3,1,0,0,0.3341310200418785,0,0,-0.9229839521930266,0
0,2018,1,4,0,1,0,0.4507927011666168,0,0,-0.2818155093780657,0
2,2018,1,2,0,0,0,0.3990427759497457,0,0,1.622974400452564,0
0,2018,0,6,0,0,0,0.3341310200418785,0,0,-0.1866916119251648,1
1,2018,1,3,0,2,1,0.9461561471731976,0,0,-0.3018428446569174,0
0,2017,0,1,0,0,0,0.4926712533652408,0,0,-0.2818155093780657,0
2,2018,0,2,0,1,0,0.2922524678432545,0,0,-0.7813917674178052,0
1,2018,1,3,0,2,0,0.9279090637152256,0,0,-0.2818155093780657,0
0,2017,0,7,0,0,0,0.2324259647023631,0,0,0.0143596403224571,1
0,2018,1,5,0,1,0,0.5423272509721806,0,0,0.9128783840598458,1
2,2018,0,2,0,0,0,0.6033502841758899,0,0,0.2008076151680192,0
0,2018,0,5,0,0,0,0.3042177684714328,0,0,1.0169649044655895,1
4,2018,1,1,0,0,0,0.5245587795393358,0,0,-1.46168706701608,0
0,2018,1,7,0,3,0,0.4454083158839365,0,0,-0.1507417285742625,1
1,2018,0,3,0,1,0,0.3640442716123243,0,0,0.3642466720710982,0
0,2018,1,2,0,1,0,0.4298534250673048,0,1,-1.985608868000325,0
3,2018,1,6,0,0,0,0.5880945258749626,0,0,1.2959824482391158,1
0,2018,1,5,0,2,0,0.8300927310798683,0,0,-0.0819721596158678,1
2,2017,0,1,0,0,0,0.2743045169009871,0,0,0.5527874866365081,0
2,2017,0,2,0,0,0,0.11678133413102,0,0,-0.9624117371999296,0
0,2018,1,6,0,2,0,0.6769368830391863,0,0,0.4671172426151201,1
2,2017,1,1,0,2,0,0.28926114268621,0,0,0.5105779282303068,0
1,2018,0,1,0,1,0,0.3042177684714328,0,0,1.0779607242276448,0
0,2018,1,4,0,1,0,0.4178881244391265,0,1,-0.9229839521930266,0
0,2018,1,6,0,0,0,0.5207897098414597,0,0,1.600584839420688,1
2,2017,1,7,0,1,0,0.2378103499850433,0,0,0.4781046931408519,1
0,2017,1,5,0,0,0,0.8476218965001495,0,0,-1.2531952897202767,1
2,2018,1,2,0,0,0,0.2775351480705953,0,0,-1.2531952897202767,0
0,2018,1,6,0,1,0,0.3969488483398145,0,1,0.8017507541991856,1
0,2018,0,7,0,0,0,0.4537840263236614,0,0,1.3091737475690068,1
0,2018,0,5,0,0,0,0.2563565659587197,0,0,-0.9624117371999296,1
2,2018,0,2,0,0,0,0.6033502841758899,0,0,0.2008076151680192,0
0,2018,0,6,0,0,0,0.5136105294645528,0,0,-0.3222390721437069,1
2,2018,1,7,0,1,0,0.5719413700269218,0,0,1.4845769677542802,1
1,2018,1,5,0,1,0,0.693090038887227,0,0,0.2532177884033206,1
2,2018,1,7,0,2,0,0.3888722704157942,0,0,-0.4534162547522294,1
0,2018,1,1,0,1,0,0.7230032904576726,0,0,-1.0938593953815183,0
0,2018,0,5,0,0,0,0.3341310200418785,0,0,0.6139383056034631,1
0,2018,1,6,0,1,0,0.5692491773855817,0,0,0.2786784563680143,1
1,2018,0,3,0,0,0,0.2413999401734968,0,1,-0.4078740168023441,0
0,2017,0,6,0,0,0,0.4789111576428358,0,0,-0.5510080442930118,1
0,2017,0,1,0,0,0,0.3042177684714328,0,0,0.3282204128362821,0
0,2018,1,5,0,0,0,0.5584804068202213,0,0,-0.3858181592437775,1
0,2017,0,1,0,0,0,0.483697277894107,0,0,1.1150093317488396,0
0,2017,0,5,1,0,0,0.2743045169009871,0,0,-1.5506363990851626,1
2,2018,0,2,0,0,0,0.3685312593478911,0,0,1.172690759504972,0
2,2018,1,2,0,1,0,0.6024528866287764,0,0,1.543455633803681,0
0,2018,1,6,0,0,0,0.4537840263236614,0,0,-1.6566898309690214,1
0,2017,1,1,0,2,0,0.5136105294645528,0,0,-0.885339194262977,0
1,2018,1,3,0,2,0,0.3610529464552797,0,1,-1.6566898309690214,0
0,2018,0,1,0,0,0,0.6631767873167812,0,0,-1.2531952897202767,0
1,2018,1,5,0,2,0,0.6769368830391863,0,0,0.5212441500357919,1
2,2017,1,2,0,0,0,0.454023332336225,0,0,-0.5010442920420968,0
0,2018,0,5,1,0,0,0.2743045169009871,1,0,0.4671172426151201,1
2,2018,1,7,0,1,0,0.414298534250673,0,0,-0.1331721994535322,1
0,2018,0,7,0,0,0,0.3341310200418785,0,0,1.6285319695210685,1
0,2018,0,7,0,0,0,0.4238707747532156,0,0,1.736521529734345,1
1,2018,1,3,0,1,0,0.56577924020341,0,1,-1.384355375311487,0
0,2018,1,5,0,0,0,0.3275501046963805,0,0,-0.4534162547522294,1
1,2018,1,3,0,0,0,0.4804068202213581,0,0,0.7749771055739592,0
0,2018,0,5,0,0,0,0.6631767873167812,0,0,1.2826945029096373,1
0,2018,0,7,0,0,0,0.3640442716123243,0,0,1.4905473316502045,1
0,2018,1,4,0,0,0,0.8384684415195931,0,0,0.0143596403224571,0
1,2018,0,5,0,0,0,0.4059228238109482,0,0,-0.5769575461117442,1
0,2018,1,6,0,0,0,0.4178881244391265,0,0,-0.6310097636957879,1
2,2018,1,2,0,1,0,0.5692491773855817,0,0,0.9536849723523606,0
0,2018,1,7,0,1,0,0.720011965300628,0,0,0.0297091017727521,1
2,2018,1,6,0,2,0,0.9838468441519592,0,0,0.1738091829555801,1
1,2018,0,3,0,0,0,0.5435237810349984,0,0,0.7385591347431675,0
0,2017,0,6,1,0,0,0.483697277894107,0,0,0.4108867252696357,1
0,2018,1,6,0,2,0,0.4884833981453784,0,0,1.1797692019774657,1
2,2018,0,1,0,0,0,0.2623392162728089,0,1,-0.4534162547522294,0
2,2017,1,3,0,0,0,0.4342207597965898,0,0,-0.9229839521930266,0
1,2018,1,6,0,0,0,0.5871971283278491,0,0,-0.4534162547522294,1
2,2018,1,6,0,2,0,0.5208495363446005,0,1,-1.46168706701608,1
0,2018,0,6,1,0,0,0.3580616212982351,0,0,-0.0011810930312185,1
2,2018,0,1,0,0,0,0.3341310200418785,0,0,0.3403329855090177,0
2,2018,0,3,0,0,0,0.3787017648818426,0,0,0.7106798152491427,0
2,2017,0,1,0,0,0,0.4409213281483696,0,0,-0.885339194262977,0
1,2017,1,4,0,2,0,0.7577026622793898,0,0,-0.3222390721437069,0
2,2018,1,7,0,1,0,0.7888124439126531,0,0,-1.047549579600935,1
2,2018,1,1,0,1,0,0.6691594376308704,0,0,-1.985608868000325,0
0,2018,0,4,0,0,0,0.3341310200418785,0,0,-1.985608868000325,0
1,2018,1,3,0,1,0,0.4880646126233921,0,0,-0.885339194262977,0
0,2018,0,4,0,2,0,0.3341310200418785,1,0,-1.5506363990851626,0
2,2017,0,2,0,0,0,0.4507927011666168,0,0,-1.7911413536931085,0
1,2018,0,1,0,0,0,0.3161830690996111,0,0,0.5105779282303068,0
0,2018,1,6,0,1,0,0.5392162728088542,0,0,0.2660077731103278,1
1,2018,1,3,0,1,0,0.4830990128626982,0,0,0.1180881129654652,0
0,2018,1,5,0,2,0,0.7577026622793898,0,0,1.1150093317488396,1
2,2018,1,4,0,2,0,0.9092431947352676,0,0,-0.4303983582298242,0
1,2018,1,6,0,2,0,0.9219264134011368,0,0,1.0477357402356329,1
1,2018,1,1,0,1,0,0.6631767873167812,0,0,-1.6566898309690214,0
0,2018,1,1,0,0,1,0.4238707747532156,0,1,-1.0938593953815183,0
1,2018,0,3,0,0,0,0.3161830690996111,0,0,-0.0987961844548332,0
2,2018,1,2,0,0,0,0.6198623990427758,0,0,1.0169649044655895,0
2,2018,1,2,0,2,1,0.8386479210290159,0,0,-0.9624117371999296,0
1,2018,0,6,0,2,0,0.2443912653305414,0,0,0.316001044031059,1
0,2018,1,7,0,0,0,0.6571941370026921,0,0,-0.718282431575302,1
2,2018,0,1,0,0,0,0.5449596171103798,0,0,0.7749771055739592,0
0,2018,1,5,0,1,0,0.2320071791803769,0,1,-0.0169190255299602,1
1,2017,1,4,0,3,0,0.3176787316781334,0,0,0.6436080330474707,0
1,2018,0,3,1,0,0,0.4537840263236614,1,0,-0.6310097636957879,0
0,2018,0,7,0,0,0,0.3341310200418785,0,0,0.1462459342983703,1
2,2018,0,2,0,0,0,0.4059228238109482,0,0,-0.9229839521930266,0
2,2018,1,3,0,0,0,0.7846245886927908,0,0,-0.2818155093780657,0
1,2018,0,3,0,0,0,0.6033502841758899,0,0,0.2912325196874556,0
1,2018,1,7,0,1,0,0.4615614717319772,0,0,0.4560457404498526,1
0,2018,1,5,0,2,0,0.3700269219264134,0,1,-0.7813917674178052,1
2,2017,1,2,0,1,0,0.4458271014059228,0,0,-0.9624117371999296,0
1,2018,1,3,0,1,0,0.5423272509721806,0,0,0.0598565434290817,0
2,2017,1,2,0,2,0,0.665569847442417,0,1,0.1738091829555801,0
0,2017,1,5,0,1,0,0.6392461860604247,0,0,-0.7813917674178052,1
0,2018,1,6,0,1,0,0.6908166317678731,0,0,0.0598565434290817,1
1,2018,1,7,0,0,0,0.3592581513610529,0,1,1.2625775368756915,1
1,2018,1,3,0,2,0,0.605444211785821,0,0,-1.047549579600935,0
2,2018,1,2,0,2,0,0.4804068202213581,0,0,1.0091840482465178,0
1,2017,0,4,0,0,0,0.2443912653305414,0,0,-0.2237932639533717,0
1,2018,0,3,0,0,0,0.4537840263236614,0,0,-1.6566898309690214,0
0,2018,0,5,0,0,0,0.3640442716123243,0,0,0.5938303814077687,1
0,2018,1,6,0,1,0,0.5961711037989829,0,0,1.0400951408724413,1
1,2018,1,3,0,0,0,0.3969488483398145,0,1,0.5318335994087854,0
1,2018,0,5,0,0,0,0.3329344899790607,0,0,-0.0011810930312185,1
1,2018,1,3,0,0,0,0.4848938079569249,0,0,1.1150093317488396,0
1,2018,1,3,0,0,0,0.3329344899790607,0,0,0.0746650551061651,0
1,2017,0,2,0,0,0,0.3042177684714328,0,0,1.1868193274175365,0
0,2018,0,6,0,1,0,0.4238707747532156,0,0,1.0091840482465178,1
1,2018,1,6,0,1,0,0.3329344899790607,0,0,-0.885339194262977,1
1,2018,1,3,0,1,0,0.4295542925516003,0,0,1.43612299902001,0
0,2018,0,6,0,0,0,0.7230032904576726,0,0,-0.4769549814758576,1
0,2018,0,4,0,1,0,0.3685312593478911,0,0,0.2660077731103278,0
0,2017,1,2,0,2,1,0.7529165420281183,0,0,-0.6310097636957879,0
1,2018,0,3,0,0,0,0.1646425366437331,0,0,0.4560457404498526,0
3,2018,1,3,0,1,0,0.4295542925516003,0,0,1.3863839152719286,0
0,2018,0,7,1,1,0,0.2743045169009871,1,0,-1.985608868000325,1
2,2017,1,2,0,2,0,0.2668262040083757,0,0,0.5631544872911395,0
2,2018,0,2,0,0,0,0.6033502841758899,0,0,0.2008076151680192,0
0,2018,1,7,0,0,0,0.5907867185163027,0,0,-0.2050928380971673,1
0,2018,1,4,0,1,0,0.3592581513610529,0,1,0.5734498437695015,0
0,2018,0,5,0,0,0,0.3640442716123243,0,0,1.0169649044655895,1
2,2018,0,2,0,0,0,0.6871073885731378,0,0,-0.2621411863055919,0
0,2018,1,7,0,1,0,0.4830990128626982,0,0,0.88790005093872,1
0,2017,0,7,0,0,0,0.5136105294645528,0,0,0.4108867252696357,1
0,2017,0,1,0,0,0,0.5375411307209093,0,0,0.5836747532510416,0
2,2017,1,1,0,1,0,0.3553096021537541,0,0,-0.9624117371999296,0
2,2018,1,1,0,0,0,0.4295542925516003,0,0,0.9128783840598458,0
0,2017,1,6,0,3,0,0.5483099012862697,0,0,0.3523410130874057,1
1,2018,0,7,0,0,0,0.2144780137600957,0,0,0.7477429251771082,1
0,2018,1,6,0,1,0,0.3913849835477116,0,0,-0.4078740168023441,1
1,2018,1,3,0,0,0,0.9461561471731976,0,0,0.8710332127543804,0
0,2017,0,1,0,0,0,0.483697277894107,0,0,1.1150093317488396,0
2,2018,0,1,0,0,0,0.4223751121746934,0,0,0.6533708236790631,0
0,2018,0,7,1,0,0,0.4597666766377504,0,0,-1.985608868000325,1
0,2018,1,6,0,0,0,0.3353275501046964,0,0,-1.315514612291896,1
0,2018,1,7,0,0,0,0.5800179479509422,0,1,0.3877592374333348,1
0,2017,0,1,0,1,0,0.483697277894107,0,0,1.1150093317488396,0
0,2018,0,5,0,1,0,0.4238707747532156,0,0,-1.047549579600935,1
0,2018,1,6,0,0,0,0.425845049356865,0,1,-1.1431884582559426,1
0,2017,1,5,0,1,1,0.5136105294645528,0,0,-1.985608868000325,1
1,2017,1,4,0,2,0,0.3969488483398145,0,0,-0.2237932639533717,0
1,2017,0,7,0,0,0,0.3999401734968591,0,0,1.4238119366600954,1
0,2018,0,7,0,0,0,0.3640442716123243,0,0,0.0598565434290817,1
1,2018,1,3,0,0,0,0.7092431947352675,0,0,0.6727116092950133,0
1,2018,1,7,0,0,0,0.5082261441818725,0,1,1.1938414108765072,1
0,2018,1,5,0,1,0,0.3230631169608137,0,0,-1.0038440334366296,1
0,2017,1,6,0,3,0,0.7855219862399041,0,0,-0.5010442920420968,1
2,2018,1,6,0,0,0,0.7246186060424767,0,0,0.7749771055739592,1
2,2018,1,1,0,1,0,0.6033502841758899,0,1,-0.814687796711879,0
0,2017,0,5,0,0,0,0.3042177684714328,0,0,0.5212441500357919,1
0,2018,1,5,0,1,0,0.5154053245587794,0,0,1.2826945029096373,1
1,2018,1,5,0,2,0,0.414298534250673,0,0,-0.3430212391179341,1
1,2018,1,6,0,0,0,0.4292551600358958,0,0,1.2216546798928345,1
0,2018,0,6,0,0,0,0.3176787316781334,0,1,0.1462459342983703,1
0,2018,1,7,0,1,0,0.9802572539635056,0,0,-0.8492925336098945,1
1,2018,1,4,0,0,0,0.477714627580018,0,0,-1.985608868000325,0
0,2018,0,5,0,0,0,0.5076278791504636,0,0,-0.0011810930312185,1
0,2018,0,7,0,0,0,0.3640442716123243,0,0,1.4905473316502045,1
0,2018,1,7,0,0,0,0.3592581513610529,0,1,-0.0169190255299602,1
0,2017,0,6,0,0,0,0.5315584804068202,0,0,-0.5510080442930118,1
0,2017,1,5,0,1,0,0.3435836075381394,0,0,-1.46168706701608,1
0,2018,1,4,0,1,0,0.5333532755010468,0,0,0.5836747532510416,0
2,2018,1,1,0,1,0,0.4956625785222854,0,0,-0.2237932639533717,0
2,2018,1,7,0,1,0,0.7864792102901585,0,0,-0.5010442920420968,1
1,2018,0,3,0,0,0,0.5734370326054441,0,0,1.639600090768717,0
2,2017,1,1,0,3,0,0.7152856715524977,0,0,-1.0938593953815183,0
1,2018,1,1,0,0,0,0.261142686209991,0,0,1.788405822607394,0
2,2018,0,2,0,1,0,0.3787017648818426,0,0,1.172690759504972,0
2,2018,1,2,0,0,0,0.504636553993419,0,0,-0.2237932639533717,0
1,2018,1,3,0,0,0,0.3958719712832784,0,0,-1.0038440334366296,0
0,2018,1,4,0,1,0,0.3927609931199521,0,0,-0.0011810930312185,0
2,2018,1,6,0,0,0,0.5091235417289859,0,0,1.0169649044655895,1
0,2018,1,4,0,1,0,0.6571941370026921,0,1,-0.885339194262977,0
1,2018,1,4,0,2,0,0.5195931797786418,0,0,-1.6566898309690214,0
1,2018,0,7,0,1,0,0.4278791504636554,0,0,0.0297091017727521,1
1,2018,1,2,0,1,0,0.4298534250673048,0,0,-0.6882827749845334,0
1,2018,0,3,0,0,0,0.5435237810349984,0,0,1.8138584128247928,0
0,2018,1,7,0,1,0,0.7768471432844749,0,0,-1.985608868000325,1
1,2017,0,4,0,1,0,0.1097816332635357,0,0,-1.6566898309690214,0
1,2018,1,7,0,0,0,0.5574633562668261,0,0,-0.814687796711879,1
0,2017,0,1,0,0,0,0.3221657194137002,0,0,-0.4303983582298242,0
0,2018,0,5,1,0,0,0.2743045169009871,0,0,-0.4078740168023441,1
0,2018,1,7,0,1,0,0.7792402034101106,0,0,0.4336441821178606,1
2,2018,1,7,0,1,0,0.720011965300628,0,0,-0.1685781582022173,1
2,2018,1,2,0,1,0,0.7353873766078372,0,0,0.3403329855090177,0
2,2018,0,2,0,0,0,0.6033502841758899,0,0,0.2008076151680192,0
1,2017,0,3,0,0,0,0.3000299132515704,0,0,-0.3858181592437775,0
2,2018,1,2,0,0,0,0.278791504636554,0,1,-0.0328603820111207,0
0,2018,1,6,0,1,0,0.4896799282081962,0,0,-1.5506363990851626,1
2,2018,0,5,0,0,0,0.5435237810349984,0,0,1.6285319695210685,1
1,2018,1,4,0,1,0,0.3640442716123243,0,0,-0.814687796711879,0
1,2017,1,4,0,2,0,0.6392461860604247,0,0,-0.9624117371999296,0
0,2018,1,6,0,0,0,0.3538737660783727,0,0,0.2141036881043859,1
1,2018,1,7,0,1,0,0.4507927011666168,0,1,1.4422483457000417,1
2,2018,1,2,0,2,0,0.8593478911157642,0,0,-0.1685781582022173,0
2,2018,1,2,0,3,0,0.516721507627879,0,0,1.0477357402356329,0
0,2018,1,6,0,1,1,0.6230930302123839,0,0,1.0629149854861932,1
0,2018,1,6,0,0,0,0.7253963505833083,0,0,0.3993701532815155,1
0,2018,0,1,0,0,0,0.6631767873167812,0,0,-1.2531952897202767,0
0,2018,0,7,0,0,0,0.4537840263236614,0,0,1.3091737475690068,1
